Stage,Company Name,Address 1,City/State,Postal/Zip,Country,Email/WWW Address,Email,Date Added,Phone,Stock Symbol
,Mitsubishi Tanabe Pharma,525 Washington Boulevard,"Jersey City, NJ",7310,United States of America,www.mt-pharma.co.jp,,7/16/2024 9:22,(908) 607-1980,NONE
,HealthEdge,30 Corporate Drive,"Burlington, MA",1803,United States of America,http://www.healthedge.com,,7/16/2024 9:22,(781) 285-1300,NONE
,LGM Pharmaceuticals Inc,922 Clint Moore Road,"Boca Raton, FL",33487,United States of America,www.lgmpharma.com,,7/16/2024 9:22,(561) 981-9994,NONE
,PharmatrophiX,,", NC",,United States of America,http://www.pharmatrophix.com,no email,7/16/2024 9:22,,
,National Pharmaceutical Council (NPC),"1717 Pennsylvania Ave., NW Suite 800","Washington, DC",20006,United States of America,https://www.npcnow.org,,7/16/2024 9:22,(703) 620-6390,NONE
,Neos Therapeutics,2940 N Hwy 360 #100,"Grand Prairie, TX",75050,United States of America,www.neostx.com,,7/16/2024 9:22,(972) 408-1300,
,CureVac GmbH,250 Summer St 3rd Fl,"Boston, MA",2210,United States of America,www.curevac.com,info@curevac.com,7/16/2024 9:22,(490) 707-1920  Ex. 530,CVAC
,"Cognition Therapeutics, Inc.",2500 Westchester Avenue,"Purchase, NY",10577,United States of America,http://www.cogrx.com,info@cogrx.com,7/16/2024 9:22,(412) 481-2210,CGTX
,Deloitte,1633 Broadway,"New York, NY",10019,United States of America,www.deloitte.com,,7/16/2024 9:22,(202) 879-5600,
,Parkview Health,10501 Corporate Drive,"Fort Wayne, IN",46845,United States of America,www.parkview.com,,7/16/2024 9:22,(260) 672-6500,NONE
,Open Healthcare Group,10550 Montgomery Road,"Cincinnati, OH",45242,United States of America,www.openhealth.org,,7/16/2024 9:22,(513) 791-6400,NONE
,"APCER Life Sciences, Inc.","3 Independence Way, Suite 300","Princeton, NJ",8540,United States of America,https://www.apcerls.com,,7/16/2024 9:22,(609) 455-1600,NONE
,Protagonist Therapeutics,"7707 Gateway Boulevard, Suite 140","Newark, CA",94560,United States of America,https://www.protagonist-inc.com,info@protagonist-inc.com,7/16/2024 9:22,(510) 474-0170,PTGX
,Amerigen Pharma,"9 Polito Ave, STE 900","Lyndhurst, NJ",7071,United States of America,www.amerigenpharma.com,,7/16/2024 9:22,(732) 993-9827,NONE
,"Covaris, LLC.","14 Gill Street, Unit H","Woburn, MA",1801,United States of America,www.covarisinc.com,,7/16/2024 9:22,(781) 932-3959,NONE
,Clinical Ink,"110 Gibraltar Road, Suite 150","Horsham, PA",19044,United States of America,www.clinicalink.com,info@clinicalink.com,7/16/2024 9:22,(336) 714-7402,NONE
,Bioclinica,901 E 8th Ave,"King of Prussia, PA",19406,United States of America,http://www.bioclinica.com/,,7/16/2024 9:22,(484) 928-6000,NONE
,Inovalon (Previously Medassurant),4321 Collington Road,"Bowie, MD",20716,United States of America,www.inovalon.com,,7/16/2024 9:22,(301) 809-4000,NONE
,"NGM Biopharmaceuticals, Inc.",333 Oyster Point Blvd.,"South San Francisco, CA",94080,United States of America,http://www.ngmbio.com/,info@ngmbio.com,7/16/2024 9:22,(650) 243-5555,NGM
,"Carmot Therapeutics, Inc.",740 Heinz Avenue,"Berkeley, CA",94710,United States of America,https://carmot-therapeutics.us,,7/16/2024 9:22,(888) 402-4674,NONE
,Karyopharm,"85 Wells Ave, 2nd Floor","Newton, MA",2459,United States of America,http://www.karyopharm.com/,,7/16/2024 9:22,(617) 658-0600,KPTI
,Carbylan Therapeutics,3181 Porter Drive,"Palo Alto, CA",94304,United States of America,www.carbylan.com,,7/16/2024 9:22,(650) 855-6777,
,Viridian Therapeutics,221 Crescent Street,"Waltham, MA",2453,United States of America,https://www.viridiantherapeutics.com/,info@miragentherapeutics.com,7/16/2024 9:22,(720) 643-5201,VRDN
,Dishman,,"Middlesex, NJ",8846,United States of America,www.dishmangroup.com,,7/16/2024 9:22,(732) 560-4300,
,Dipharma INC,"Via Bissone, 5","Baranzate, MI",20021,ITALY,www.dipharma.it,,7/16/2024 9:22,+39 023 82281,NONE
,Rising Pharma Holdings Inc.,"2 Tower Center Boulevard, Suite 1401","East Brunswick, NJ",8816,United States of America,www.risingpharma.com,,7/16/2024 9:22,(201) 961-9000,
,Igenica,,"Burlingame, CA",94010,United States of America,http://www.igenica.com/,,7/16/2024 9:22,(650) 231-4320,
,"Eisai, Inc.",200 Metro Blvd,"Nutley, NJ",7110,United States of America,www.eisai.com,,7/16/2024 9:22,(201) 692-1100,ESALY
,Arrowhead Research Corporation,"177 East Colorado Boulevard, Suite 700","Pasadena, CA",91105,United States of America,www.arrowheadresearch.com,,7/16/2024 9:22,(626) 304-3400,ARWR
,Biocon Limited,,", ",,United States of America,www.biocon.com,,7/16/2024 9:22,(732) 636-2950,
,Biddle Sawyer Corporation,"505 8th Avenue, Suite 1500","New York, NY",10018,United States of America,www.biddlesawyer.com,,7/16/2024 9:22,(212) 736-1580,NONE
,Flexion Therapeutics,300 Trade Center,"Woburn, MA",1801,United States of America,http://www.flexiontherapeutics.com/,,7/16/2024 9:22,(781) 305-7777,FLXN
,United Health Group,United Health Group (Optum Insight),"Minnetonka, MN",55343,United States of America,www.unitedhealthgroup.com,,7/16/2024 9:22,(215) 653-1800,
,Ampersand Capital Partners,55 William Street,"Wellesley, MA",2481,United States of America,https://ampersandcapital.com,,7/16/2024 9:22,(781) 239-0700,NONE
,"Everest Clinical Research Services, Inc.","150 Clove Road, Suite 502","Little Falls, NJ",7424,United States of America,www.ecrscorp.com,,7/16/2024 9:22,(973) 774-1177,NONE
,"SanBio, Inc.",231 S Whisman Rd,"Mountain View, CA",94035,United States of America,https://www.sanbio.com,,7/16/2024 9:22,(650) 625-8965,
,Tolmar,,"Fort Collins, CO",80521,United States of America,www.tolmar.com,,7/16/2024 9:22,(970) 212-4500,
,"AmbioPharm, Inc (APi)",1024 Dittman Court,"North Augusta, SC",29842,United States of America,http://www.ambiopharm.com,,7/16/2024 9:22,(415) 921-3593,NONE
,Akebia,"245 First Street, Suite 1400","Cambridge, MA",2142,United States of America,www.akebia.com,,7/16/2024 9:22,(617) 871-2098,AKBA
,"Qualicaps, Inc",6505 Franz Warner Parkway,"Whitsett, NC",27377,United States of America,www.qualicaps.com,,7/16/2024 9:22,(336) 449-3900,
,Rentschler Biotechnologie GmbH,Rentschler Biotechnologie GmbH,"Germany, ",,GERMANY,www.rentschler.de,,7/16/2024 9:22,() 490-7392,
,RTI Health Solutions,3040 East Cornwallis Road,"Research Triangle Park, NC",27709,United States of America,www.rtihealthsolutions.com,listen@rti.org,7/16/2024 9:22,(919) 541-6000,NONE
,"ARMGO Pharma, Inc","923 Saw Mill River Road, PMB#260","Ardsley, NY",10502,United States of America,,,7/16/2024 9:22,(914) 425-0000,
,"Therapex, Division E-Z-EM Canada","11,065 L.-H.-Lafontaine Blvd","Quebec, ",,CANADA,www.therapex.com,,7/16/2024 9:22,(514) 353-5820,
,Helsinn Chemicals S.A.,Via Industria 24,"Biasca, ",,SWITZERLAND,www.helsinn.com,,7/16/2024 9:22,(410) 918-7301  Ex. 10,
,Granules Pharmaceuticals Inc.,3701 Concorde Pkwy,"Chantilly, VA",20151,United States of America,www.granulesindia.com,,7/16/2024 9:22,(914) 066-7600  Ex. 00,NONE
,"Astria Therapeutics, Inc.","75 State Street, Suite 1400","Boston, MA",2109,United States of America,https://astriatx.com,info@catabasispharma.com,7/16/2024 9:22,(617) 349-1971,ATXS
,BioAgilytix Labs,"2300 Englert Dr, Ste G","Durham, NC",27713,United States of America,http://www.bioagilytix.com/index.html,,7/16/2024 9:22,(919) 381-6097,NONE
,MedAvante,100 American Metro Boulevard #106,"Hamilton, NJ",8619,UNITED STATES,www.medavante.net,,7/16/2024 9:22,(609) 528-9400,NONE
,"Tokai Pharmaceuticals, Inc.","255 State Street, 6th floor","Boston, MA",2109,United States of America,www.tokaipharma.com,,7/16/2024 9:22,(617) 225-4305,
,SUEZ Water Technologies & Solutions,4636 Somerton Road,"Trevose, PA",19053,United States of America,www.suezwatertechnologies.com,,7/16/2024 9:22,,NONE
,Syngene International Limited,876 Highlands Circle,"Los Altos, CA",94024,UNITED STATES,http://www.syngeneintl.com,ussales@syngene.com,7/16/2024 9:22,(609) 638-8203,SYNGENE.NS
,Ironwood Pharmaceuticals,,"Boston, MA",2142,United States of America,http://www.ironwoodpharma.com/,,7/16/2024 9:22,(617) 621-7722,
,Micromet AG,,"Bethesda, MD",20817,United States of America,www.micromet-inc.com,,7/16/2024 9:22,(240) 752-1420,
,Agios Pharmaceuticals,"88 Sidney Street, 2nd Floor","Cambridge, MA",2139,United States of America,www.agios.com,,7/16/2024 9:22,(617) 649-8600,AGIO
,Compendia Bioscience,110 Miller Avenue,"Ann Arbor, MI",48104,United States of America,,,7/16/2024 9:22,(734) 330-2259,
,GVK BioSciences,5457 Twin Knolls Road,"Columbia, MD",21044,United States of America,www.gvkbio.com,,7/16/2024 9:22,(443) 542-5805,NONE
,"Cadista Pharmaceuticals, Inc",207Kiley Driver,"Salisbury, MD",21801,United States of America,,,7/16/2024 9:22,(410) 860-8500,
,Biosoteria,1900 Powell St,"Emeryville, CA",94608,United States of America,www.biosoteria.com,,7/16/2024 9:22,(866) 660-5553,
,Aragen Bioscience,380 Woodview Avenue,"Morgan Hill, CA",95037,United States of America,www.aragenbio.com,,7/16/2024 9:22,(408) 549-9200,NONE
,Aduro Biotech,740 Heinz Ave,"Berkeley, CA",94710,United States of America,www.adurobiotech.com,,7/16/2024 9:22,(510) 848-4400,NONE
,Advanced Health Media,,"Bridgewater, NJ",8807,United States of America,ahmdirect.com,,7/16/2024 9:22,(908) 393-8700,
,Cytovance Biologics,840 Research Parkway,"Oklahoma City, OK",73104,United States of America,https://www.cytovance.com/,,7/16/2024 9:22,(405) 319-8310,
,Zafgen,"1 Cambridge Center, Suite 702","Boston, MA",2142,United States of America,,,7/16/2024 9:22,(617) 622-4003,
,Dicerna Pharmaceuticals,87 Cambridgepark Drive,"Cambridge, MA",2140,United States of America,http://dicerna.com/,,7/16/2024 9:22,(617) 621-8097,NONE
,Abond CRO,11275 Edgewater Drive,"Allendale, MI",49401,United States of America,https://www.abondcro.com/,,7/16/2024 9:22,(866) 757-4751,NONE
,Forma Therapeutics,"300 North Beacon Street, Suite 501","Watertown, MA",2472,United States of America,https://www.formatherapeutics.com,www.formatherapeutics.com,7/16/2024 9:22,(617) 679-1970,FMTX
,"EpiZyme, Inc.","400 Technology Square, 4th Floor","Cambridge, MA",2139,United States of America,www.epizyme.com,,7/16/2024 9:22,(617) 229-5872,EPZM
,Constellation Pharmaceuticals,215 First Street,"Boston, MA",2101,United States of America,http://www.constellationpharma.com/,,7/16/2024 9:22,(617) 714-0555,NONE
,Pfizer Inc.,235 East 42nd Street,"New York, NY",10017,United States of America,www.pfizer.com,,7/16/2024 9:22,(212) 733-2323,PFE
,CFS Clinical Financial Services,CFS,"Audubon, PA",19403,UNITED STATES,www.clinicalfinancialservices.com,,7/16/2024 9:22,(610) 650-1890,
,SIRO Clinpharm,SIRO Clinpharma,"Princeton, NJ, NJ",8540,INDIA,http://siro-us.com,,7/16/2024 9:22,(912) 225-8480  Ex. 00,
,Solvias Inc.,2125 Center Ave. Suite 507,"Fort Lee, NJ",7024,United States of America,http://www.solvias.com/,,7/16/2024 9:22,(201) 302-6084,NONE
,SAI Life Sciences,Sai life Sciences,"Hyderabad, ",,India,www.sailife.com,,7/16/2024 9:22,+91 406 6777555,
,Trevena Pharma,955 Chesterbrook Blvd Suite 110,"Chesterbroo, PA",19087,United States of America,https://www.trevena.com,,7/16/2024 9:22,(610) 354-8840,TRVN
,Sanofi Genzyme,55 Corporate Dr,"Bridgewater, NJ",8807,United States of America,,,7/16/2024 9:22,(800) 981-2491,
,Futura Services,515 Pennsylvania Ave,"Ft. Washington, PA",19034,United States of America,www.futuraservices.net,,7/16/2024 9:22,(215) 639-5878,
,Sanofi Pasteur,,"Canton, MA",2021,United States of America,,,7/16/2024 9:22,(800) 622-0724,
,Receptos,"10835 Road to the Cure, Suite # 205","San Diego, CA",92121,United States of America,www.apoptos.com,,7/16/2024 9:22,(858) 652-5700,
,Azur Pharma Inc.,102 Pickering Way,"Exton, PA",19341,United States of America,http://www.azurpharma.com,,7/16/2024 9:22,(484) 875-3010,
,Fortress Biotech (Prev. Coronado Biosciences),"95 Sawyer Road, Suite 110","Waltham, NY",2453,United States of America,www.fortressbiotech.com,,7/16/2024 9:22,(781) 652-4500,FBIO
,Cytel Inc.,"1050 Winter St, Suite 2700","Waltham, MA",2451,United States of America,www.cytel.com,,7/16/2024 9:22,(617) 661-2011,NONE
,Jubilant Discovery Services,Jubilant Biosys,"Salisbury, MD",21801,United States of America,www.jubl.net/,,7/16/2024 9:22,,
,Pacira Pharmaceuticals,5 Sylvan Way,"Parsippany, NJ",7054,United States of America,https://www.pacira.com,,7/16/2024 9:22,(858) 625-2414,
,PolyPeptide Group,,"Torrance, CA",90501,United States of America,www.polypeptide.com,,7/16/2024 9:22,(310) 782-3569,
,Fate Therapeutics,12278 Scripps Summit Drive,"San Diego, CA",92131,United States of America,https://fatetherapeutics.com/,,7/16/2024 9:22,(858) 875-1800,
,Premera Blue Cross,7001 220th St. SW,"Mountlake Terrace, WA",98043,United States of America,www.premera.com,,7/16/2024 9:22,(907) 258-5065,NONE
,Regulus Therapeutics,"3545 John Hopkins Ct., Suite 210","San Diego, CA",92121,United States of America,http://www.regulusrx.com,,7/16/2024 9:22,(858) 202-6300,
,Iconic Therapeutics,"701 Gateway Blvd, Suite 100","South San Franciscio, CA",94080,United States of America,http://iconictherapeutics.com/,,7/16/2024 9:22,(650) 437-1000,NONE
,Worldwide Clinical Trials,"600 Park Offices Drive, Suite 200","Research Triangle Park, NC",27709,United States of America,https://www.worldwide.com/,,7/16/2024 9:22,(610) 632-8151,NONE
,EMD Serono,EMD Serono,"Rockland, MA",2370,United States of America,www.emdserono.com,,7/16/2024 9:22,(781) 982-9000,
,ATCC,10801 University Boulevard,"Manassas, VA",20110,United States of America,www.atcc.org,,7/16/2024 9:22,(703) 365-2700,
,MedMining,100 North Academy Avenue,"Danville, PA",17822,United States of America,www.medmining.com,,7/16/2024 9:22,(508) 349-7579,
,SPRI International,SPRI Intl,"Bronx, NY",10454,UNITED STATES,www.spristudy.com,,7/16/2024 9:22,(212) 249-6829,
,Rochem International,980 South 2nd Street,"Ronkonkoma, NY",11779,United States of America,www.rochemintl.com,,7/16/2024 9:22,(631) 738-1188,
,Knopp Biosciences,,"Pittsburgh, PA",15203,United States of America,https://www.knoppbio.com/,,7/16/2024 9:22,(412) 488-1776,
,Medrio,345 California Street,"San Francisco, CA",94104,United States of America,www.medrio.com,info@medrio.com,7/16/2024 9:22,(415) 963-3700,NONE
,Hyperion Therapeutics,Hyperion Therapeutics,"San Francisco, CA",94101,United States of America,,,7/16/2024 9:22,(650) 745-7802,NONE
,Phar LLC,280 S. Beverly Dr,"Beverly Hills, CA",90212,United States of America,www.pharllc.com,,7/16/2024 9:22,(800) 434-8255,
,AMAG Pharmaceuticals Inc.,1100 Winter Street,"Waltham, MA",2451,United States of America,www.amagpharma.com,,7/16/2024 9:22,(617) 498-3300,NONE
,Promedior,,"Lexington, MA",2421,United States of America,,,7/16/2024 9:22,(781) 538-4200,
,Clinical Trial Media (CTM),"100 Motor Parkway, Suite 528","Hauppauge, NY",11788,United States of America,https://clinicaltrialmedia.com/,,7/16/2024 9:22,(516) 470-0720,NONE
,Keats healthcare,,", ",,UNITED KINGDOM,,,7/16/2024 9:22,(440) 128-3495  Ex. 020,
,Genocea Biosciences,"100 Acorn Park Drive, 5th Floor","Cambridge, MA",2140,United States of America,www.genocea.com,,7/16/2024 9:22,(617) 876-8191,GNCA
,CHDI,"350 7th Avenue, Suite 200","New York, NY",10001,United States of America,chdifoundation.org,,7/16/2024 9:22,(212) 239-9300,
,Imperial Clinical Research Services,3100 Walkent Drive NW,"Grand Rapids, MI",49544,United States of America,www.imperialcrs.com,,7/16/2024 9:22,(215) 757-9330,
,"Eliassen Group, Inc.","55 Walkers Brook Drive, 6th Floor","Reading, MA",1867,United States of America,www.eliassen.com,,7/16/2024 9:22,(781) 246-1600,NONE
,Catalent Pharma Solutions,14 Schoolhouse Road,"Somerset, NJ",8873,UNITED STATES,http://www.catalent.com/,,7/16/2024 9:22,(732) 537-6200,
,LAB Research Inc,445 Armand-Frappier Blvd,"Laval, Quebec, ",,Canada,www.preclin.com,,7/16/2024 9:22,(514) 842-9551,
,Intertek,,"Robbinsville, NJ",8691,United States of America,www.intertek-cb.com,,7/16/2024 9:22,(281) 971-5600,
,Suven Pharmaceuticals Limited,"202, A-Wing, Galaxy Towers, Plot No-1","Hyderabad Knowledge City, ",,United Kingdom,www.suven.com,,7/16/2024 9:22,(732) 274-0037,
,Neuland Laboratories Limited,,"Princeton, NJ",8540,United States of America,www.neulandlabs.com,,7/16/2024 9:22,(949) 218-1768,
,Aileron Therapeutics,"285 Summer Street, Suite 101","Boston, MA",2210,United States of America,https://www.aileronrx.com,,7/16/2024 9:22,(617) 995-0900,ALRN
,"EI, Inc",2865 N. Cannon Blvd,"Kannapolis, NC",28083,United States of America,eisolutionworks.com,,7/16/2024 9:22,(704) 939-4300,
,Brammer Bio (formerly Florida Biologix),13702 Innovation Dr,"Alachua, FL",32615,United States of America,www.floridabiologix.ufl.com,,7/16/2024 9:22,(386) 418-8199,
,"Attralus, Inc.","50 Francisco Street, Suite 450","San Francisco, CA",94133,United States of America,https://www.attralus.com/,,7/16/2024 9:22,,NONE
,Lycera Corporation,"1350 Highland Drive, Suite A","Ann Arbor, MI",48108,United States of America,https://lycera.com/,,7/16/2024 9:22,(734) 233-3060,NONE
,"New England Peptide, Inc.",65 Zub Lane,"Gardner, MA",1440,United States of America,www.newenglandpeptide.com,,7/16/2024 9:22,(978) 630-0020,NONE
,Zosano Pharma,34790 Ardentech Court,"Fremont, CA",94555,United States of America,www.zosanopharma.com/,,7/16/2024 9:22,(510) 745-1200,ZSAN
,CoMentis,Comentis,"South San Francisco, CA",73104,United States of America,http://www.athenagen.com/,,7/16/2024 9:22,(650) 869-7600,NONE
,TraumaCure,7735 Old Georgetown Road,"Bethesda, MD",20814,United States of America,,,7/16/2024 9:22,,
,Biorasi,"18851 NE 29th Ave., Suite #800","Miami, FL",33180,United States of America,www.biorasi.com,,7/16/2024 9:22,(786) 388-0700,NONE
,Seracare,,"Milford, MA",1757,United States of America,,,7/16/2024 9:22,(508) 580-1900,
,Mistral Therapeutics,5871 Oberlin Drive,"San Diego, CA",92121,United States of America,,,7/16/2024 9:22,(514) 421-1717,NONE
,Intrexon,,"Germantown, MD",20876,United States of America,www.intrexon.com,,7/16/2024 9:22,(301) 556-9900,
,Kingchem,,"Allendale, NJ",7401,United States of America,,,7/16/2024 9:22,(201) 825-9988,
,Thermo Fisher Scientific,168 Third Avenue,"Waltham, MA",2451,United States of America,www.thermofisher.com,,7/16/2024 9:22,(781) 622-1000,TMO
,MedImpact,10181 Scripps Gateway Ct.,"San Diego, CA",92131,United States of America,www.medimpact.com,,7/16/2024 9:22,(858) 566-2727,NONE
,"Lonza, Inc",90 Boroline Rd,"Allendale, NJ",7401,United States of America,www.lonza.com,,7/16/2024 9:22,(201) 316-9200,NONE
,"Hesperion US, Inc",18310 Montgomery Village Ave,"Gaithersburg, MD",20879,UNITED STATES,www.hesperion.com,,7/16/2024 9:22,(949) 262-3222,
,Ampac Fine Chemicals,PO Box 1718,"Rancho Cordova, CA",95741,United States of America,,,7/16/2024 9:22,(702) 735-2200,
,Fortrea,210 Carnegie Center,"Princeton, NJ",8540,United States of America,https://fortrea.com,,7/16/2024 9:22,(609) 452-4440,
,Ocasa,,"Long Island City, NJ",90301,United States of America,www.ocasa.com,,7/16/2024 9:22,(310) 641-9598,
,Veeda Clinical Research,Veeda Clinical Research,"Derriford, August 8th",PL6 5HH,UNITED KINGDOM,www.veedacr.com,,7/16/2024 9:22,(441) 752-2045  Ex. 00,NONE
,Kythera,Kythera,"Woodland Hills, CA",91364,UNITED STATES,www.kytherabiopharma.com,,7/16/2024 9:22,(818) 587-4500,
,Acceleration LLC,2634 NE Hagan,"Lee's Summit, MI",64064,United States of America,http://www.accelerationkc.com/,,7/16/2024 9:22,(816) 525-1150,
,Broad Institute of MIT and Harvard ,320 Charles Street,"Cambridge, MA",2141,United States of America,www.broad.mit.edu/,,7/16/2024 9:22,(617) 714-7000,NONE
,Tetraphase,,"Watertown, MA",2472,United States of America,www.tetraphasepharma.com,,7/16/2024 9:22,(617) 715-3600,
,"Corium, Inc.","4558 50th Street, SE","Cambridge, MI",49512,United States of America,https://www.corium.com/,,7/16/2024 9:22,(616) 656-4563,NONE
,"Transmedics, Inc.",200 Minuteman Road Suite 302,"Andover, MA",1810,United States of America,www.transmedics.com,,7/16/2024 9:22,(978) 552-0900,TMDX
,Ferring Research,4245 Sorrento Valley Blvd,"San Diego, CA",92121,United States of America,http://www.ferring-research.com/,friinfo@ferring.com,7/16/2024 9:22,(858) 657-1400,
,Synchrogenix,Delaware Corporate Center II,"Wilmington, DE",19803,United States of America,http://www.synchrogenix.com/index.html,,7/16/2024 9:22,(302) 892-4800,
,IQVIA,4820 Emperor Blvd,"Parsippany, NJ",27703,UNITED STATES,https://www.iqvia.com/,,7/16/2024 9:22,(919) 998-2000,IQV
,Bristol Myers Squibb,"430 E. 29th St, 14th Floor","New York, NY",10016,United States of America,www.bms.com,,7/16/2024 9:22,(609) 897-2000,BMY
,ChanTest Corporation,14656 Neo Parkway,"Cleveland, OH",44101,United States of America,http://www.chantest.com/,,7/16/2024 9:22,(216) 332-1665,
,Navitas (formerly TAKE Solutions),,"Princeton, NJ",8540,United States of America,www.navitas.net,contact@takesolutions-oneclinical.com,7/16/2024 9:22,(609) 720-1002,
,Galectin Therapeutics (Formerly Pro-Pharmaceuticals),4960 Peachtree Industrial Boulevard,"Norcross, GA",30071,United States of America,https://investor.galectintherapeutics.com/,,7/16/2024 9:22,(617) 559-0033,GALT
,"Pharmasset , Inc.",303-A College Road E,"Princeton, NJ",8540,United States of America,www.pharmasset.com/,,7/16/2024 9:22,(609) 613-4100,
,NewLink Genetics Corporation,2503 South Loop Drive,"Ames, IA",50010,United States of America,newlinkgenetics.com,,7/16/2024 9:22,(515) 296-5555,NONE
,Codexis Inc,,"Redwood City, CA",94059,United States of America,www.codexis.com,,7/16/2024 9:22,(650) 421-8100,
,Celgene,86 Morris Avenue,"Summit, NJ",7901,United States of America,www.celgene.com,,7/16/2024 9:22,(908) 673-9000,NONE
,"Novavax, Inc.",21 Firstfield Road,"Gaithersburg, MD",20878,United States of America,https://www.novavax.com/,,7/16/2024 9:22,(240) 268-2000,NVAX
,Hovione Ltd,40 Lake Drive,"East Windsor, NJ",8520,United States of America,www.hovione.com,,7/16/2024 9:22,(609) 918-2600,
,"Amgen, Inc.",One Amgen Center Drive,"Thousand Oaks, CA",91320,United States of America,www.amgen.com,,7/16/2024 9:22,(805) 447-1000,AMGN
,Dynavax Technologies Corporation,"2100 Powell Street, Suite 900","Emeryville, CA",94608,United States of America,http://www.dynavax.com/,,7/16/2024 9:22,(510) 848-5100,DVAX
,"Sangamo BioSciences, Inc.",7000 Marina Blvd,"Brisbane, CA",94005,United States of America,https://www.sangamo.com/,,7/16/2024 9:22,(510) 970-6000,SGMO
,Concert Pharmaceuticals,Concert Pharmaceuticals,"Lexington, MA",2421,United States of America,http://www.concertpharma.com/,,7/16/2024 9:22,(781) 860-0045,
,Neurotech,"900 Highland Corporate Dr, Building 1","Cumberland, RI",2864,United States of America,https://www.neurotechpharmaceuticals.com/,,7/16/2024 9:22,(401) 333-3880,NONE
,Upsher-Smith Laboratories,Upsher Smith,"Maple Grove, MN",55311,UNITED STATES,http://www.upsher-smith.com/,,7/16/2024 9:22,(763) 315-2000,NONE
,Eterna Therapeutics (Previously Brooklyn ImmunoTherapeutics),"1035 Cambridge Street, Suite 18A","Cambridge, MA",2141,United States of America,https://eternatx.com/,,7/16/2024 9:22,(212) 582-1199,BTX
,"Med-Pharmex, Inc.",2727 Thompson Creek Road,"Pomona, CA",91767,United States of America,https://www.medpharmex.com,,7/16/2024 9:22,(909) 593-7862,NONE
,Custopharm,2325 Camino Vida Roble,"Carlsbad, CA",92011,United States of America,https://custopharm.com/,,7/16/2024 9:22,(760) 683-0901,NONE
,Astellas Pharma,1 Astellas Way,"Northbrook, IL",60062,United States of America,https://www.astellas.com/us/,,7/16/2024 9:22,(800) 888-7704,ALPMY
,"Research Corporation Technologies, Inc.","6440 N. Swan Road, Suite 200","Tucson, AZ",85718,United States of America,https://rctech.com/,,7/16/2024 9:22,(520) 748-4400,NONE
,"BioCryst Pharamceuticals, Inc.","4505 Emperor Blvd, Suite 200","Durham, NC",27703,UNITED STATES,www.biocryst.com,,7/16/2024 9:22,(919) 859-1302,BCRX
,"Alcami Corporation, Inc.",2320 Scientific Park Drive,"Wilmington, NC",28405,United States of America,www.aaipharma.com,,7/16/2024 9:22,(910) 254-7000,NONE
,Cyclacel Ltd.,200 Connell Dr #1500,"Berkley Heights, NJ",7922,United States of America,www.cyclacel.com,,7/16/2024 9:22,(908) 517-7330,CYC
,Genentech,1 DNA Way,"South San Francisco, CA",94101,United States of America,http://www.gene.com/gene/index.jsp,,7/16/2024 9:22,(650) 225-1000,NONE
,"Pulmatrix, Inc.","36 Crosby Drive, Suite 100","Bedford, MA",1730,United States of America,www.pulmatrix.com,http://www.pulmatrix.com/,7/16/2024 9:22,(781) 357-2333,PULM
,Novartis,250 Massachusetts Avenue,"Cambridge, MA",2139,United States of America,www.pharma.novartis.com,,7/16/2024 9:22,(617) 871-8000,NVS
,Boston Scientific Corporation,300 Boston Scientific Way,"Marlborough, MA",1752,United States of America,http://www.bostonscientific.com,,7/16/2024 9:22,(800) 876-9960,BSX
,SR One,929 Main Street Suite 200,"Redwood City, CA",94063,United States of America,http://www.srone.com/,,7/16/2024 9:22,(610) 567-1000,
,"Myonex, Inc.",100 Progress Dr,"Horsham, PA",19044,United States of America,www.myonex.com,,7/16/2024 9:22,(610) 233-3300,NONE
,"Medical Products Laboratories, Inc.","Medical Products Laboratories, Inc.","Philadelphia, PA",19115,UNITED STATES,www.mplusa.com/,,7/16/2024 9:22,(215) 677-2700,
,Chiral Technologies,800 North Five Points Road,"West Chester, PA",19380,UNITED STATES,www.chiraltech.com,,7/16/2024 9:22,(610) 594-2100,
,Catholic Health East,14 Campus Boulevard,"Newtown Square, PA",19073,United States of America,www.che.org,,7/16/2024 9:22,(610) 355-2000,
,Variant Partners (MR Ann Arbor),24 Frank Lloyd Wright Drive,"Ann Arbor, MI",48106,UNITED STATES,www.mriannarbor.com,,7/16/2024 9:22,(734) 769-1720,
,"Daiichi Sankyo, Inc.",211 Mt. Airy Road,"Basking Ridge, NJ",7920,UNITED STATES,https://daiichisankyo.us,,7/16/2024 9:22,(908) 992-6400,DSNKY
,"Citeline, Inc.",117 Clarewill Ave,"Montclair, NJ",7042,United States of America,,,7/16/2024 9:22,(973) 337-2835,NONE
,Abbott,100 Abbott Park Road,"Abbott Park, IL",60064,United States of America,http://www.abbott.com,,7/16/2024 9:22,(224) 667-6100,
,Glenmark Pharmaceuticals,750 Corporate Drive,"Mahwah, NJ",7430,United States of America,http://www.glenmarkpharma.com,,7/16/2024 9:22,(201) 684-8000,GLENMARK
,"Lupin Pharmaceuticals, Inc.",400 Campus Drive,"Somerset, NJ",8873,United States of America,www.lupinpharmaceuticals.com,www.lupinworld.com,7/16/2024 9:22,(866) 587-4617,LUPIN.NS
,Alnylam Pharmaceuticals,675 West Kendall Street,"Cambridge, MA",2142,United States of America,www.alnylam.com,,7/16/2024 9:22,(617) 551-8200,ALNY
